id,source,source_label,source_weight,credibility_tier,title,content,content_word_count,is_scam,scam_type,scam_type_normalised,risk_level,risk_label,sentiment_score,location_name,district,latitude,longitude,url,helpful_votes,demographic_target,created_at,data_quality_flag
713,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Amazing views,"As the most popular attraction in the area it wasn't ridiculous the amount of people there, not helped by arriving at the same time as 3 coaches of tourists. I strongly suggest to wear decent footwear and avoid sandals or flip-flops as the steps can be wet and dusty from the dirt around. The walk up is a bit steep but all steps and once you reach the main part of the rock you get a lovely breeze. The stairs are the busy bit, once you're at the top it fans out over the ruins and there is plenty of exploring to do. Head for the far corner with the royal pool and see the balcony for a great pano shot. I'm sure if your visiting Sigiriya you wouldn't miss this but just to say it's a must do. If you're feeling a bit fit and energetic head to the other rock that over looks Sigiriya for some amazing photos (be warned it's a bit of rock climbing(",176,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Sigiriya The Ancient Rock Fortress, Matale",Matale,7.9573,80.76,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Amazing%20views%22&btnI=1,1,Tourists,2019-12-01 00:00:00,HIGH
714,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,I preferred Pidurangala but Sigirya was also an amazing experience,"We visited sigirya during our trip to Sri Lanka. I was already knackered from waking up at 7 am to get there early (trust me - don't do this later than 10 am)

Having said that climbing Sigirya is 100% the most fun activity my wife and I did during our trip to Sri Lanka. It costs $20 or $30 to enter (expensive compared to the $2 entrance fee at Pidurangala).

It's a steep climb easier than Pidurangala and there are stairs for most of the way up but everyone can do it. I saw people with babies doing it with one hand and old people with sticks getting pushed up the hill. 

Apart from the fun way up you get 360 views of Pidurangala, Dambulla and the nearby parks. 

I left with major aches in my legs but I can't stop thinking about that day . I would do it again on a heartbeat.

If someone asks to help just refuse politely. I was scammed again and some ""helpful"" employee extracted 3000 rupees from me for grabbing my wife's hand to ""help her up"" . He wouldn't let go. For this behavior alone I am not willing to give 5/5",204,1,General Scam,General Safety Incident,2,Moderate,,"Sigiriya The Ancient Rock Fortress, Matale",Matale,7.9573,80.76,https://www.google.com/search?q=site%3Atripadvisor.com%20%22I%20preferred%20Pidurangala%20but%20Sigirya%20was%20also%20an%20amazing%20experience%22&btnI=1,1,Tourists,2019-12-01 00:00:00,HIGH
715,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Excellent visit to Ceylon Tea Museum,"We visited the Ceylon Tea Museum in the afternoon, following the hectic hustle and bustle of Kandy-life and it proved a fantastic getaway for an hour or two. The museum is a converted tea factory, which is gorgeous in itself, and the display of machinery is just amazing. The guided tour was great - the guide such a lovely lady and with excellent English to answer all our questions. The history of tea in Sri Lanka was presented very well with all sorts of tea-related paraphernalia throughout the ages on display. The building and exhibits are maintained extremely well (nice to see the displays and building being taken care of compared to some other museums in the country). The tea shops and tasting on the top two floors are worth visiting. We spent over an hour here. It was very quiet when we went at 1pm, only a handful of visitors, but beware, the museum closes earlier than other Kandian site (3pm that day I think). Great views of Kandy from the road up there too!",177,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Ceylon Tea Museum, Kandy",Kandy,7.2906,80.6337,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Excellent%20visit%20to%20Ceylon%20Tea%20Museum%22&btnI=1,1,Tourists,2016-11-01 00:00:00,HIGH
717,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Fairly modern but a little disappointing after visiting Lion Rock,"Sigirya Museum lies just off the main path from the Entrance to the Lion Rock and is probably best visited after climbing the Rock itself, especially if you are visiting early to beat the crowds and the heat.

It's a fairly modern building and sits unobtrusively on the site but the charge of $5 to enter it seems a little much after already paying $30 at the main entrance to visit the Lion Rock.

After passing through a reconstructed angular brick entranceway copying originals found elsewhere on the site there is a fairly obvious route to follow with a series of cased artifacts mainly from Sigirya, along with a fairly nice model of the Lion Rock in it's landscape that helps to put things in perspective.

There is also a full size replica of of the rock overhang and the Apsara Paintings to be found high up on the Lion Rock. Surprisingly, because photography is banned in the museum that means you can take photographs of the original paintings high up on the Lion Rock but you cannot take photographs of the copies down in the museum. Surely this is short sighted especially for visitors who can't make it to the top of the rock due to mobility problems and who would benefit from being able to visit the museum alone. Approaching the exit there is a diorama with an indigenous structure and examples of some traps that seem out of place somehow, almost as though they were put here because no-one quite knew where else to put them because they don't fit in with the rest of the exhibits, though given the museum's size there is plenty of room for more to be added.

If you want a souvenir don't expect to find it or a guide book in the museum itself. There is an official looking store nearby if you turn to the left on leaving with a limited range of reasonably nice but sometimes quite expensive items. There is also a slim but well illustrated guide book in several languages, but if you want a guide book you would do better to keep your eyes open for one elsewhere in Sri Lanka before your visit to Sigirya. Surprisingly one of the best ones I saw was in a shop in the airport.  There is also a smaller independent store nearby on the same block but it too had little to offer and the same guidebook was on sale there as in the larger shop but no cheaper when we visited.

The museum isn't really bad and it's nicely laid out, but I found it  a bit disappointing after the sights and the experience offered by an ascent of the Lion Rock and an exploration of the grounds. Being charged again to go in, instead of being allowed in with the same ticket purchased at the main entrance to the site was also unwelcome. Our visit probably lasted around 20-25 minutes and I in hindsight I don't think we would have been left with regrets had we not gone in. It's ok but nothing special.",529,1,General Scam,General Safety Incident,2,Moderate,,"Sigiriya Museum, Matale",Matale,7.9573,80.76,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Fairly%20modern%20but%20a%20little%20disappointing%20after%20visiting%20Lion%20Rock%22&btnI=1,0,Tourists,2015-03-01 00:00:00,HIGH
718,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Beautiful but Expensive!,The National Park is beautiful however the entrance ticket is expensive at 3000rps per person (tourist price). Locals pay a whopping rate of 60rps p/p!! This price disparity made us feel slightly exploited! You will need to pay an additional fee of 2100rps for tax and 100rps for a paper pamphlet! The park seems to be badly managed in general and overpriced for what it is. If you have an abundance of time in Nuwara Eliya and feel like a hike in nature then this could be worth jt.,90,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Horton Plains National Park, Nuwara Eliya",Nuwara Eliya,6.9497,80.7891,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Beautiful%20but%20Expensive%21%22&btnI=1,0,Tourists,2021-11-01 00:00:00,HIGH
719,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Foreigners skip. Pretty but a rip off,"My friend and I visited in January 2023. Overall, I would recommend choosing antoher of the many attractions in the hill country over Horton Plains.

Why go: it's a pretty and clean walk through a high-altitute plateau to a wide outlook down to the plains. We saw some deer in the open fields and interesting descriptions of the cloud forest. The walk is comparable in enjoyment to many temperate walks elsewhere. Easy to hire a return car trip from Nuwara Eliya (10,000 LKR). You can easily do the circular walk in 2-3hrw. Take sturdy shoes and a warm top layer. Start early: be at the park centre for 6:30am to get the best chance of the views before the clouds come in. If money is no question, then you will enjoy the park.

Why skip: regretfully the park management seem to have taken to an extortion racket. A single person ticket for a foreigner will cost you around USD40 with the ticket price and the 'service charge', and even more if you actually want to pay in dollars (the clerk at the entrance will happily exchange to rupees for a hefty fee). That's probably about 40 times the price for locals. That is absurdly expensive for Sri Lankan standards and it's very expensive for what you get by Western standards, as it is just an unguided walk through the nature.",237,1,Overcharging,Overcharging,2,Moderate,,"Horton Plains National Park, Nuwara Eliya",Nuwara Eliya,6.9497,80.7891,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Foreigners%20skip.%20Pretty%20but%20a%20rip%20off%22&btnI=1,1,Tourists,2023-01-01 00:00:00,HIGH
720,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,superbly protected and exciting park,"Don't make too many safari plans before coming to Sri Lanka - the animals move around and local people will be best able to tell you where to go. We were planning on two other parks, but our accommodation host in Habarana recommended Kaudulla and we weren't disappointed. After a bumpy and challenging drive into the heart of the park, encountering a crocodile, countless monkeys, several eagles and a couple of chameleons on the way - our path led us to a wide and open scrubland, where the elephants were clearly visible, in groups of up to 20 or so. We were able to get as close as 5-10 metres, although the guide/drivers are careful and respectful of these lovely but dangerous creatures, so when they walked towards us, we were ready to drive away. 
The drought this year had made the elephants even more eager to congregate near water and this enabled our safari to be a memorable experience indeed.",163,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Kaudulla National Park, Anuradhapura",Sri Lanka,8.0515,80.7498,https://www.google.com/search?q=site%3Atripadvisor.com%20%22superbly%20protected%20and%20exciting%20park%22&btnI=1,1,Tourists,2019-08-01 00:00:00,HIGH
721,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Enjoyable afternoon jeep ride,"Yes there are a lot of jeeps, but I felt this park was more open and avoided a lot of the crush I felt with Yala National Park (the highlight being to try and spot an elusive Sri Lankan leopard or Sloth Bear).  The jeeps on this occasion had room to manoeuvre and the elephants were all very obliging and all jeeps kept their distance and even waited if elephants approached to let them have their way.  So I did enjoy this park much more - seeing elephant families doing their own thing without being hassled by the jeeps was most enjoyable.  Birdlife was the only other wildlife but there were large and small herds everywhere in this park and I didn't feel the jostling of jeeps too much.  Most drove up slowly, found a position and parked to allow us to take photographs or just enjoy their antics.  On our safari I didn't feel that the jeep drivers were encroaching on the elephants as all the jeeps seem to follow the track, parked off to the side and allowed us to just watch the elephants - yes mothers put their babies on the other side of the jeeps, but continued feeding, and the babies of course continued playing.

I actually quite enjoyed the afternoon safari as instead of getting hotter, it cooled as the afternoon sun began to set.  

We were a private group with our own guide so we had a pre-arranged driver for this attraction, so it was just us in a slightly newer and more comfortable jeep - open topped and a little dusty, but allowed you to stand and take photos when the jeep stopped.

Have an open mind here - Sri Lankan is a developing country and has a long way to go so don't expect the same level of eco-tourism you would get in other countries.",314,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Minneriya National Park, Anuradhapura",Sri Lanka,8.0515,80.7498,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Enjoyable%20afternoon%20jeep%20ride%22&btnI=1,1,Tourists,2019-02-01 00:00:00,HIGH
722,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,"Yup, you'll see elephants, but if they are calving they will be pissed off...","Sri Lankan safaris are perhaps the cheapest on the planet compared to Africa, but do understand, you will be in a queue of vehicles, the drivers will all be communicating with each other to get their convoys close to any animals spotted. On our safari the Elephants were clearly upset with being intruded upon. One of the vehicles got bogged and the Elephants were being quite aggressive. The interpretation from our guide was little more than ""look - there's and elephant"" He certainly was no naturalist. The national park was certainly beautiful, and it was nice to be out in the bush, but I would not describe this as an ""eco"" experience. Sri Lanka has a way to go to offer true eco tourism experiences.",125,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Minneriya National Park, Anuradhapura",Sri Lanka,8.0515,80.7498,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Yup%2C%20you%27ll%20see%20elephants%2C%20but%20if%20they%20are%20calving%20they%20will%20be%20pissed%22&btnI=1,0,Tourists,2018-11-01 00:00:00,HIGH
723,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Do not go here,"If I could give this place less than 1 star I would. It was heartwrenching to see how they treat the marine life in Sri Lanka. This is a national park and nothing is done to conserve the corals or fish. They had one small plot where you were not aloud to swim because they were preserving corals there.
The whole trip was extremely badly organised. Noone spoke any English. Noone told people not to touch or step on the corals. The locals were standing on coral, shouting and screaming the whole time. I'm not sure if this is because of lack of knowledge and education? If it is this is really something the government should consider teaching if they don't want the whole sea to be ruined. I realize that this is a business opportunity for people who do not have much else, but this is not an honorable way to earn a buck. 

We got there at 8.30 and were one of the first boats. 30 minutes later you could hardly move around it was that crowded. The boats kept coming and going all trough the time we were there, crashing into each other at the beach. No safety whatsoever. The boat drivers didn't speak English and we were just given a broken snorkel and they told us they would come back for us three hours later.
After five minutes in the water fending for your space we gave up and went to the beach. We saw a few fish, clearly distressed from all the commotion and people. This place is dying under water and it is all because of people.
It was so sad to see... Most of the other western tourists we meet had the same feeling.

There were a bunch of jelly fish in the water that sting. Badly. They did not give us any information about this and one girl had an allergic reaction after being stung on the neck. There are also some extremely dangerous jelly fish abit further out... Which we found out after being in the water.

Turtles had laid eggs on the island the previous night and the locals kept running over the eggs, sitting on them and really not giving a f***

It was terrible to see the condition the corals were in and how the locals treated the place. Most of the locals can't swim and walked from coral to coral. The water was extremely murky due to the amount of people.

This trip made me wonder what the conservation area are doing with all the money they get from arranging the snorkling trips. They had one trash can and it was filthy. No place to leave your things. No food or water. It was a mess.

Do not go, for the sake of the corals and marine life please consider not going.

We left two hours early because we were all so saddened by the experience!",494,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Pigeon Island National Park, Trincomalee",Trincomalee,8.7,81.2,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Do%20not%20go%20here%22&btnI=1,3,Tourists,2018-08-01 00:00:00,HIGH
724,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Very crowed experience,"There is plenty of marine life to be seen here. I saw 1 turtle, 1 black tip reef shark and a multitude of fish. Our issue is with how it is being run. There does not appear to be any control over the numbers. We thought it was crowded on our visit but our guide advised that you can get times where there are 1000 people on the tiny island. Yes there are ropes that cordon off coral reef located within shallow water but people are ignoring the rope and standing on the coral. The first time I saw the turtle people were pushing each other to get pictures of themselves with the turtle, to the point where they were grabbing the shell of the turtle. Yet all this time there is a ranger sat in his hut doing nothing. We have snorkelled in various parts of the world but this was our worst experience. Sri Lanka has a very important marine park here but it is going to be ruined as the numbers visiting are only going to increase as more and more hotels spring up on this coastline.",190,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Pigeon Island National Park, Trincomalee",Trincomalee,8.7,81.2,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Very%20crowed%20experience%22&btnI=1,1,Tourists,2018-08-01 00:00:00,HIGH
725,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Pinnawala,"The elephants were great but be very careful of scams like elephant rides,  agents take foreigners and try to charge them 6000 rupees for a 10 min ride which is a rip off, we got ours for 2000 which is still very expensive, small place you only need an hour there and not very good elephants are prisoners and its all a money making scam,  foreigners get charged 10 times more for entrance in Sri Lanka compared to locals why should they pay more its all a rip off",91,1,Overcharging,Overcharging,2,Moderate,,"Pinnawala Elephant Orphanage, Kegalle",Kegalle,7.3014,80.3844,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Pinnawala%22&btnI=1,1,Tourists,2019-08-01 00:00:00,HIGH
726,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Huge disappointment,"If you short of time and/or money, you can easily avoid this place. This is basically a zoo (even worse than a zoo) than an orphanage. How often do you see children in orphanage tied up with chains and made to walk a long alleyway just so that a few tourists who paid exorbitant prices for tickets can watch them walk and feed them coconuts?

The elephants take bath in the pond which is at the opposite side of the road from the orphanage, twice a day. We were very excited that we reached just in time when the elephants were getting ready to walk through that alley to go to the pond to take bath. What we saw was very disappointing. Almost all the elephants were chained to their teeth. Most of them were missing their tusks (don't know when it happened) and almost all of them just sat in the pond and did nothing.

Inside the orphanage, it was the same story. You can see them grazing or can give them bananas or other fruits (there are extra charges for that as you can only buy the fruits from one of the shops inside the orphanage).

We were from the SAARC country so we paid 750 LKR per person for entry but I think for foreign tourists from other countries the fees is around 3000 LKR. It is highly overpriced and it's better to actually go to Marissa and watch whales in their natural habitat instead of seeing chained Elephants sitting in water.

You can do all the things you can do here at Dehiwala zoo in Colombo, including seeing Elephants taking bath.",278,1,Overcharging,Overcharging,2,Moderate,,"Pinnawala Elephant Orphanage, Kegalle",Kegalle,7.3014,80.3844,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Huge%20disappointment%22&btnI=1,2,Tourists,2018-12-01 00:00:00,HIGH
727,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Elephants appearing to enjoy life,"The orphanage is great and the vast majority of the Elephants appear to be enjoying life.

They have various areas and pens and so some are chanied. But without knowing why, you cannot really judge on it being cruel, given that so many are roaming free.

If you go mid morning around 1030 or at 1430 in the afternoon you can see the elephants walked down to the river to bathe. It really is a beautiful sight and they appear to be thoroughly enjoying themselves.

We enjoyed our visit and these elephants appear happy.

Unlike the elephant tourist spots before or after Pinnawala which offer close ups and rides with the elephants. They are nothing but a rip off and it's distressing to see the elephants. We did stop off at the advice of our guide and wish we hadn't. A complete rip off. 

DO - Visit Pinnawala Elephant Orphange 

DONT - Visit any other tourist elephant spot before or after",161,1,Overcharging,Overcharging,2,Moderate,,"Pinnawala Elephant Orphanage, Kegalle",Kegalle,7.3014,80.3844,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Elephants%20appearing%20to%20enjoy%20life%22&btnI=1,0,Tourists,2019-01-01 00:00:00,HIGH
728,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,2 Weeks Volunteering,"Spent 2 weeks volunteering here as a family so gained some insight into the orphanage.
The orphanage would love to see all elephants in the wild, unfortunately this is impossible with pressures on land use by a growing population.  They cant introduce elephants to an existing wild herd as they would not be accepted.  All elephants in the orphanage have been raised in captivity so would seek out people if released and this would in turn create conflict risking the elephants life.
The mahouts do shout and use ashoks with elephants to ensure public safety.  To see behind the public face and watch them tenderly go over the elephants skin for 2 hours looking for problems shows their true feelings towards the animals.  They shout at the cleaners if the elephant houses are not sufficiently cleaned.
The prices are fair for tourists and cheaper for locals to encourage locals to visit, learn and take an interest in their own wildlife.  This is a government run organisation so the prices are set in Colombo, not by the orphanage.  The extra fee for feeding or bathing 
elephants is likewise set by the politicians.
The Elephant in the Room - chains.  These are necessary to manage the herd in a small area to keep public, staff and elephants safe.  Injured, sick and pregnant elephants are kept separate, but still taken for free time at the river away from the main herd. There are 19 elephants housed here which have been seized from illegal owners and are awaiting court cases so can't be put with the herd.  
In all we really enjoyed our 2 weeks here giving us an insight not gained during a short visit.  Volunteering is hard work and not for everybody.  We learnt about the politics behind a lot of decisions and saw the love held for these wonderful creatures by all the staff at the orphanage.",316,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Pinnawala Elephant Orphanage, Kegalle",Kegalle,7.3014,80.3844,https://www.google.com/search?q=site%3Atripadvisor.com%20%222%20Weeks%20Volunteering%22&btnI=1,7,Tourists,2018-12-01 00:00:00,HIGH
729,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Horrible place. Pinnawala is a glorified zoo - or worse,"I had read up about Pinnawala Elephant Orphanage before I visited Sri Lanka and from what I'd read, I was honestly considering skipping the visit due to claims of animal abuse and unnecessary confinement. But as it turned out, I was part of a group and because the group wanted to go, I had little option but to tag along.

What I saw there truly horrified me.

1. Elephant calves were confined in a circular pen and their legs tied with metal chains that left little room for manoeuvre or free movement.

2. There was a tusker displaying a classic case of depressive symptoms - head swaying incessantly and bobbing up and down. Like the calves, he was also tied with a short metal chain in a small shed. 

3. A herd of elephants we saw there was so scared of the keeper that as soon as he entered the enclosure with his bull-hook, the terrified elephants literally fled away from him. The keeper was careful not to display any aggressive behaviour in front of the tourists but it was obvious from how scared the elephants were, that terrible things go on behind the scenes. 

4. While there, we saw a keeper repeatedly strike a pregnant elephant with a huge pole that had a metal spike at its end. He poked and struck her hard despite the presence of tourists there. I cannot imagine what must be going on once tourist hours are over.

We then headed off to the river adjacent to the orphanage where they take the elephants for a bath - hoping that at least there, the elephants must be free. But they were not. Even here, the elephants were tied with short chains while tourists threw fruit at them.

I would've compared Pinnawala Elephant Orphanage to a zoo but most zoos treat their animals better than this 'orphanage' does.

Pinnawala is not a place I would ever visit again. My money isn't going into a place that has made a business out of abusing animals that should've been returned to the wild. Plus, they breed elephants in confinement at Pinnawala. Real orphanages don't typically do that.

Instead, I would strongly recommend visiting the Elephant Transit Home near Udawalawe National Park. I haven't been there but from what I've heard, they are much more responsible in caring for orphaned elephants. Plus they return the elephants to the wild once they are old enough - unlike Pinnawala.",414,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Pinnawala Elephant Orphanage, Kegalle",Kegalle,7.3014,80.3844,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Horrible%20place.%20Pinnawala%20is%20a%20glorified%20zoo%20-%20or%20worse%22&btnI=1,9,Tourists,2019-11-01 00:00:00,HIGH
730,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,"Not perfect, but not awful either","First things first, I saw no evidence of any physical abuse of the elephants during my visit to Pinnewala Orphanage. The elephants look well fed, clean and have no scars from chains or sticks as far as I could see. The keepers used goads to guide the elephants and to prevent the bulls trying to mix with the main herd of females/younger elephants, but I did not see a single one being hit. The chains used on some of the bulls look unpleasant, but they seem to be loosely fitted and not particularly irritating to the animals. Keeping such large and potentially aggressive animals under control is essential when they are in such close proximity to one another (bulls generally wouldnt mix with the herd in the wild) and to humans. The animals are corralled to be fed and kept in a certain (quite large) area of the river to be washed, but otherwise roam around a large natural reserve. 

Some of the extras put on for tourists (photos with the elephants, feeding/washing them etc) arent acceptable. The elephants are wild animals, not playthings or props, and they should be treated as such. A couple of keepers rode some of the bulls back from the river, which again I dont agree with. Additionally, perhaps more effort could be made to return some of the animals back to the wild, however I dont know anything about the practicalities  and of course this runs the risk of them being killed by farmers (the main threat to wild elephants in Sri Lanka).

All in all, as far as I could tell the Pinnewala Orphanage is not abusive to the animals in its care and is no worse than Western zoos. Keeping animals in captivity is never ideal, but the fraught relationship between farmers and wildlife in Sri Lanka make it impossible for all elephants to live in the wild. Perhaps in the future with better education, people all over the world will be better able to co-exist with animals and places like Pinnewala will be unnecessary. However, for now this place is the best of a bad situation.",362,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Pinnawala Elephant Orphanage, Kegalle",Kegalle,7.3014,80.3844,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Not%20perfect%2C%20but%20not%20awful%20either%22&btnI=1,5,Tourists,2018-10-01 00:00:00,HIGH
731,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Place To Avoid,"This sea turtle hatchery centre is a worrying concept. While I accept that there will always be those turtles that require help and assistance due to injury or birth defects, this place appears to be more of a sordid tourist attraction whose primary aim is to make money.  The entrance fee is 2000 Sri Lankan rupees,  and upon entry, the poor turtles are kept in small, unclean tanks, swimming aimlessly around in circles.  Yes, they are cute and are such beautiful animals,  but I do not believe that they are truly cared for or treated with love and affection. I believe that this was once a genuine going concern,  but now has simply become a way to make human' s money at the expense of these serene animals.  AVOID AT ALL COSTS, if you genuinely care for wildlife. This is simply a zoo. DISGUSTING!",144,1,General Scam,General Safety Incident,2,Moderate,,"Sea Turtle Farm Galle Mahamodara, Galle",Galle,6.0535,80.221,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Place%20To%20Avoid%22&btnI=1,0,Tourists,2023-01-01 00:00:00,MEDIUM
732,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Feels dodgy,"When this was advertised as a conservation effort I was excited. I have had some great experiences with turtles in the wild. They are amazing, intelligent, beautiful animals. I paid the 500 rupee entrance fee and was immediately disappointed after walking in. They had large turtles alone in very small tanks (about the size of a single bed), these poor creatures were lifted out of the tank and passed around for each tour group that went through (about 5-10 mins apart).  A couple were obviously injured and I do believe that they wouldn't have survived in the wild, but I'm not convinced that their current circumstances are necessarily preferable. One (which didn't have any obvious injury) was showing signs of distress and biting the edge of the concrete tank. There were chunks missing from a few places of the tank, so she'd obviously been at it for a while despite the fact that we were told she was only there temporarily.

The baby turtles were listless, but I don't think I saw any dead ones. They have a hatchery at the back of the compound which is ostensibly the main part of the conservation effort. They pay locals to bring them eggs from the beach so that they can incubate and hatch away from predators (dogs and birds). I'm sure it has nothing to do with the 1000 rupees they can charge tourists to release a baby into the wild. 

The guide was knowledgeable and friendly enough. When asked whether the centre was involved in any conservation research or formal programs the answer was no.

Overall I was extremely disappointed and feel very guilty for giving my money to this business. I thought long and hard about writing this review because it may be that there is a genuine desire to perform some conservation efforts, however the more i think about it the more sinister it seems.

If you are genuinely interested in turtles, I'd advise you to take your chances and go on one of the may dive/snorkelling tours that are available in southern Sri Lanka. If you just want to see a turtle and have no concern for it's welfare, then this will fulfil your needs",378,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Sea Turtle Farm Galle Mahamodara, Galle",Galle,6.0535,80.221,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Feels%20dodgy%22&btnI=1,17,Tourists,2018-09-01 00:00:00,HIGH
733,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Uninspiring nature walk,"We were not overly impressed having already been to places like Sinharaja rainforest for a hike and Udawawale national park for safari. 

Its close to Kandy central and we stopped off during a day exploring on tuk tuk. 

The forest loop walk took us just over an hour. Whether or not this was due to timing/time of year we will never know but we really didnt see much wildlife. We visited around 3pm so perhaps why. We heard some birds and perhaps some monkeys but saw none on our walk. 

The trees etc are beautiful as always in Sri Lanka but we didnt feel that with the walk was warranting of the foreigner price of 1750 rupees for me and my wife included.

Also beware of many leeches on the walk. Would avoid wearing sandals like we did - silly from our side. 

Its nice enough but there are better walks in nature in Sri Lanka which are better maintained.",164,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Udawattekele Sanctuary, Kandy",Kandy,7.2906,80.6337,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Uninspiring%20nature%20walk%22&btnI=1,0,Tourists,2021-12-01 00:00:00,HIGH
734,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Amazing jungle; just mind the scamming Rangers,"This park is just incredible. The rangers at the front who sell tickets are scammers through. The entrance fee is 650 rupees. So I counted out 6 x 100 rupee notes and one 50 rupee note. They said ok and gave me a map (no ticket) but just 30 seconds after walking off they called me back and said that I was short 100 rupees. While my back was turned they pocketed one of the 100 rupee notes leaving only 5 on the counter. It was pointless to argue so I just handed over one more. 

Despite this the sanctuary is beautiful and well worth a visit. It's 250 acres just behind the Temple of the Tooth. Head west from the Temple up the street with the Pizza Hut and the Queen hotel on the corner. Go about 400m and turn right at the first set of traffic lights. Follow the winding road up the hill (easily walkable). 

The rainforest is pristine as it has been preserved by the Kings since the 1200s. The walking trails are well marked and easy. There are troops of monkeys which show no interest in people and which, unlike elsewhere in SE Asia are not aggressive and just walk calmly past you as if you're not there.  It's amazing to walk past a whole family of monkeys so close (within a metre) while they mind their own business, carrying their babies and grooming each other with none of the aggressive behaviour you usually see in monkeys that live this close to humans. In a 2 hour visit I also saw wild boar and tiny deer. It's so peaceful and lovely and incredible to think it's an easy 20 min walk from Kandy city. Just closely watch what you pay as you go in!",304,1,General Scam,General Safety Incident,2,Moderate,,"Udawattekele Sanctuary, Kandy",Kandy,7.2906,80.6337,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Amazing%20jungle%3B%20just%20mind%20the%20scamming%20Rangers%22&btnI=1,6,Tourists,2016-02-01 00:00:00,HIGH
