district,destination,aspect,aspect_label,n_negative,n_positive,n_neutral,n_opinions,complaint_rate,confidence,destination_reviews
Ampara,Arugam Bay,cleanliness,Cleanliness,14,24,11,38,0.368,ok,153
Ampara,Arugam Bay,crowd,Crowding & Noise,11,26,21,37,0.297,ok,153
Ampara,Arugam Bay,facilities,Facilities,28,98,41,126,0.222,ok,153
Ampara,Arugam Bay,price_value,Price & Value,35,32,20,67,0.522,ok,153
Ampara,Arugam Bay,roads_access,Roads & Access,25,35,41,60,0.417,ok,153
Ampara,Arugam Bay,safety,Safety,10,4,10,14,0.714,low,153
Ampara,Arugam Bay,scenery,Scenery & Nature,4,91,6,95,0.042,ok,153
Ampara,Kumana National Park,crowd,Crowding & Noise,0,6,2,6,0.0,low,33
Ampara,Kumana National Park,facilities,Facilities,3,8,8,11,0.273,low,33
Ampara,Kumana National Park,price_value,Price & Value,1,4,9,5,0.2,low,33
Ampara,Kumana National Park,roads_access,Roads & Access,6,13,16,19,0.316,ok,33
Ampara,Kumana National Park,scenery,Scenery & Nature,1,36,7,37,0.027,ok,33
Ampara,Maruthamunai beach,crowd,Crowding & Noise,0,5,0,5,0.0,low,27
Ampara,Maruthamunai beach,scenery,Scenery & Nature,0,18,0,18,0.0,ok,27
Anuradhapura,Abhayagiri Dagaba,crowd,Crowding & Noise,1,11,3,12,0.083,low,48
Anuradhapura,Abhayagiri Dagaba,facilities,Facilities,4,3,6,7,0.571,low,48
Anuradhapura,Abhayagiri Dagaba,price_value,Price & Value,7,2,5,9,0.778,low,48
Anuradhapura,Abhayagiri Dagaba,roads_access,Roads & Access,3,4,15,7,0.429,low,48
Anuradhapura,Abhayagiri Dagaba,scenery,Scenery & Nature,1,28,1,29,0.034,ok,48
Anuradhapura,Dagoba of Thuparama,crowd,Crowding & Noise,0,6,2,6,0.0,low,35
Anuradhapura,Dagoba of Thuparama,price_value,Price & Value,4,1,8,5,0.8,low,35
Anuradhapura,Dagoba of Thuparama,roads_access,Roads & Access,2,3,5,5,0.4,low,35
Anuradhapura,Dagoba of Thuparama,scenery,Scenery & Nature,1,18,4,19,0.053,ok,35
Anuradhapura,Dambulla Cave Temple,cleanliness,Cleanliness,3,11,5,14,0.214,low,289
Anuradhapura,Dambulla Cave Temple,crowd,Crowding & Noise,4,22,14,26,0.154,ok,289
Anuradhapura,Dambulla Cave Temple,facilities,Facilities,28,42,82,70,0.4,ok,289
Anuradhapura,Dambulla Cave Temple,price_value,Price & Value,26,14,63,40,0.65,ok,289
Anuradhapura,Dambulla Cave Temple,roads_access,Roads & Access,34,124,182,158,0.215,ok,289
Anuradhapura,Dambulla Cave Temple,safety,Safety,15,5,20,20,0.75,ok,289
Anuradhapura,Dambulla Cave Temple,scenery,Scenery & Nature,6,214,15,220,0.027,ok,289
Anuradhapura,Isurumuniya Temple,cleanliness,Cleanliness,2,3,3,5,0.4,low,125
Anuradhapura,Isurumuniya Temple,crowd,Crowding & Noise,3,16,11,19,0.158,ok,125
Anuradhapura,Isurumuniya Temple,facilities,Facilities,7,9,19,16,0.438,ok,125
Anuradhapura,Isurumuniya Temple,price_value,Price & Value,5,7,34,12,0.417,low,125
Anuradhapura,Isurumuniya Temple,roads_access,Roads & Access,6,33,44,39,0.154,ok,125
Anuradhapura,Isurumuniya Temple,safety,Safety,5,0,3,5,1.0,low,125
Anuradhapura,Isurumuniya Temple,scenery,Scenery & Nature,3,90,13,93,0.032,ok,125
Anuradhapura,Jaya Sri Maha Bodhi,cleanliness,Cleanliness,7,1,0,8,0.875,low,134
Anuradhapura,Jaya Sri Maha Bodhi,crowd,Crowding & Noise,5,43,25,48,0.104,ok,134
Anuradhapura,Jaya Sri Maha Bodhi,facilities,Facilities,9,13,25,22,0.409,ok,134
Anuradhapura,Jaya Sri Maha Bodhi,price_value,Price & Value,11,9,26,20,0.55,ok,134
Anuradhapura,Jaya Sri Maha Bodhi,roads_access,Roads & Access,6,11,20,17,0.353,ok,134
Anuradhapura,Jaya Sri Maha Bodhi,safety,Safety,4,1,0,5,0.8,low,134
Anuradhapura,Jaya Sri Maha Bodhi,scenery,Scenery & Nature,8,55,18,63,0.127,ok,134
Anuradhapura,Jethawanaramaya Stupa,cleanliness,Cleanliness,5,4,1,9,0.556,low,94
Anuradhapura,Jethawanaramaya Stupa,crowd,Crowding & Noise,0,15,10,15,0.0,ok,94
Anuradhapura,Jethawanaramaya Stupa,facilities,Facilities,7,5,14,12,0.583,low,94
Anuradhapura,Jethawanaramaya Stupa,price_value,Price & Value,24,6,19,30,0.8,ok,94
Anuradhapura,Jethawanaramaya Stupa,roads_access,Roads & Access,6,15,13,21,0.286,ok,94
Anuradhapura,Jethawanaramaya Stupa,scenery,Scenery & Nature,3,49,7,52,0.058,ok,94
Anuradhapura,Kaudulla National Park,cleanliness,Cleanliness,6,0,2,6,1.0,low,168
Anuradhapura,Kaudulla National Park,crowd,Crowding & Noise,7,14,23,21,0.333,ok,168
Anuradhapura,Kaudulla National Park,facilities,Facilities,2,28,38,30,0.067,ok,168
Anuradhapura,Kaudulla National Park,price_value,Price & Value,10,12,31,22,0.455,ok,168
Anuradhapura,Kaudulla National Park,roads_access,Roads & Access,34,57,114,91,0.374,ok,168
Anuradhapura,Kaudulla National Park,safety,Safety,12,4,14,16,0.75,ok,168
Anuradhapura,Kaudulla National Park,scenery,Scenery & Nature,11,111,27,122,0.09,ok,168
Anuradhapura,Mihintale,crowd,Crowding & Noise,4,37,17,41,0.098,ok,259
Anuradhapura,Mihintale,facilities,Facilities,13,34,55,47,0.277,ok,259
Anuradhapura,Mihintale,price_value,Price & Value,7,13,46,20,0.35,ok,259
Anuradhapura,Mihintale,roads_access,Roads & Access,46,148,214,194,0.237,ok,259
Anuradhapura,Mihintale,safety,Safety,27,6,27,33,0.818,ok,259
Anuradhapura,Mihintale,scenery,Scenery & Nature,7,262,44,269,0.026,ok,259
Anuradhapura,Minneriya National Park,cleanliness,Cleanliness,10,5,3,15,0.667,ok,193
Anuradhapura,Minneriya National Park,crowd,Crowding & Noise,16,15,22,31,0.516,ok,193
Anuradhapura,Minneriya National Park,facilities,Facilities,11,33,50,44,0.25,ok,193
Anuradhapura,Minneriya National Park,price_value,Price & Value,15,11,36,26,0.577,ok,193
Anuradhapura,Minneriya National Park,roads_access,Roads & Access,40,81,146,121,0.331,ok,193
Anuradhapura,Minneriya National Park,safety,Safety,14,8,12,22,0.636,ok,193
Anuradhapura,Minneriya National Park,scenery,Scenery & Nature,9,144,32,153,0.059,ok,193
Anuradhapura,Ritigala Forest Monastery,crowd,Crowding & Noise,1,27,12,28,0.036,ok,122
Anuradhapura,Ritigala Forest Monastery,facilities,Facilities,17,34,42,51,0.333,ok,122
Anuradhapura,Ritigala Forest Monastery,price_value,Price & Value,10,7,36,17,0.588,ok,122
Anuradhapura,Ritigala Forest Monastery,roads_access,Roads & Access,31,77,89,108,0.287,ok,122
Anuradhapura,Ritigala Forest Monastery,safety,Safety,9,7,8,16,0.562,ok,122
Anuradhapura,Ritigala Forest Monastery,scenery,Scenery & Nature,7,77,20,84,0.083,ok,122
Anuradhapura,Ruwanwelisaya,cleanliness,Cleanliness,1,7,1,8,0.125,low,138
Anuradhapura,Ruwanwelisaya,crowd,Crowding & Noise,2,34,23,36,0.056,ok,138
Anuradhapura,Ruwanwelisaya,facilities,Facilities,13,17,29,30,0.433,ok,138
Anuradhapura,Ruwanwelisaya,price_value,Price & Value,14,5,18,19,0.737,ok,138
Anuradhapura,Ruwanwelisaya,roads_access,Roads & Access,9,8,37,17,0.529,ok,138
Anuradhapura,Ruwanwelisaya,safety,Safety,5,1,4,6,0.833,low,138
Anuradhapura,Ruwanwelisaya,scenery,Scenery & Nature,2,79,11,81,0.025,ok,138
Anuradhapura,Samadhi Statue,crowd,Crowding & Noise,0,18,2,18,0.0,ok,47
Anuradhapura,Samadhi Statue,price_value,Price & Value,5,0,8,5,1.0,low,47
Anuradhapura,Samadhi Statue,scenery,Scenery & Nature,1,29,2,30,0.033,ok,47
Anuradhapura,Twin Baths (Kuttam Pokuna),cleanliness,Cleanliness,16,6,7,22,0.727,ok,93
Anuradhapura,Twin Baths (Kuttam Pokuna),crowd,Crowding & Noise,0,12,2,12,0.0,low,93
Anuradhapura,Twin Baths (Kuttam Pokuna),facilities,Facilities,12,11,26,23,0.522,ok,93
Anuradhapura,Twin Baths (Kuttam Pokuna),price_value,Price & Value,8,4,13,12,0.667,low,93
Anuradhapura,Twin Baths (Kuttam Pokuna),roads_access,Roads & Access,4,8,12,12,0.333,low,93
Anuradhapura,Twin Baths (Kuttam Pokuna),scenery,Scenery & Nature,4,43,6,47,0.085,ok,93
Anuradhapura,Wilpattu National Park,cleanliness,Cleanliness,17,8,6,25,0.68,ok,276
Anuradhapura,Wilpattu National Park,crowd,Crowding & Noise,10,34,25,44,0.227,ok,276
Anuradhapura,Wilpattu National Park,facilities,Facilities,50,64,92,114,0.439,ok,276
Anuradhapura,Wilpattu National Park,price_value,Price & Value,45,9,42,54,0.833,ok,276
Anuradhapura,Wilpattu National Park,roads_access,Roads & Access,61,97,157,158,0.386,ok,276
Anuradhapura,Wilpattu National Park,safety,Safety,21,5,19,26,0.808,ok,276
Anuradhapura,Wilpattu National Park,scenery,Scenery & Nature,21,217,75,238,0.088,ok,276
Badulla,Aradunu Falls,scenery,Scenery & Nature,1,11,5,12,0.083,low,21
Badulla,Badulla Alugolla Samadhi Buddha,scenery,Scenery & Nature,1,11,1,12,0.083,low,13
Badulla,Badulla Dutch Fort,scenery,Scenery & Nature,1,5,0,6,0.167,low,9
Badulla,Blackpool,scenery,Scenery & Nature,0,7,1,7,0.0,low,14
Badulla,Bomburu Ella Waterfall,cleanliness,Cleanliness,4,3,2,7,0.571,low,164
Badulla,Bomburu Ella Waterfall,crowd,Crowding & Noise,1,5,2,6,0.167,low,164
Badulla,Bomburu Ella Waterfall,facilities,Facilities,2,6,13,8,0.25,low,164
Badulla,Bomburu Ella Waterfall,roads_access,Roads & Access,18,37,63,55,0.327,ok,164
Badulla,Bomburu Ella Waterfall,safety,Safety,10,2,4,12,0.833,low,164
Badulla,Bomburu Ella Waterfall,scenery,Scenery & Nature,6,159,36,165,0.036,ok,164
Badulla,Dambatenne Tea Factory,cleanliness,Cleanliness,18,10,9,28,0.643,ok,141
Badulla,Dambatenne Tea Factory,crowd,Crowding & Noise,7,0,8,7,1.0,low,141
Badulla,Dambatenne Tea Factory,facilities,Facilities,60,64,85,124,0.484,ok,141
Badulla,Dambatenne Tea Factory,price_value,Price & Value,34,11,53,45,0.756,ok,141
Badulla,Dambatenne Tea Factory,roads_access,Roads & Access,18,43,44,61,0.295,ok,141
Badulla,Dambatenne Tea Factory,safety,Safety,3,2,2,5,0.6,low,141
Badulla,Dambatenne Tea Factory,scenery,Scenery & Nature,10,49,6,59,0.169,ok,141
Badulla,Diyaluma Falls,cleanliness,Cleanliness,9,4,1,13,0.692,low,342
Badulla,Diyaluma Falls,crowd,Crowding & Noise,1,7,4,8,0.125,low,342
Badulla,Diyaluma Falls,facilities,Facilities,20,37,81,57,0.351,ok,342
Badulla,Diyaluma Falls,price_value,Price & Value,8,6,23,14,0.571,low,342
Badulla,Diyaluma Falls,roads_access,Roads & Access,56,142,236,198,0.283,ok,342
Badulla,Diyaluma Falls,safety,Safety,33,7,21,40,0.825,ok,342
Badulla,Diyaluma Falls,scenery,Scenery & Nature,24,331,135,355,0.068,ok,342
Badulla,Dunhida Waterfall access point,facilities,Facilities,3,7,13,10,0.3,low,75
Badulla,Dunhida Waterfall access point,roads_access,Roads & Access,13,16,27,29,0.448,ok,75
Badulla,Dunhida Waterfall access point,safety,Safety,6,0,3,6,1.0,low,75
Badulla,Dunhida Waterfall access point,scenery,Scenery & Nature,4,55,20,59,0.068,ok,75
Badulla,Dunhinda Waterfall,roads_access,Roads & Access,8,25,34,33,0.242,ok,96
Badulla,Dunhinda Waterfall,safety,Safety,5,0,3,5,1.0,low,96
Badulla,Dunhinda Waterfall,scenery,Scenery & Nature,5,93,16,98,0.051,ok,96
Badulla,Halpewatte Tea Factory Tour,cleanliness,Cleanliness,2,11,5,13,0.154,low,221
Badulla,Halpewatte Tea Factory Tour,crowd,Crowding & Noise,4,6,6,10,0.4,low,221
Badulla,Halpewatte Tea Factory Tour,facilities,Facilities,16,187,87,203,0.079,ok,221
Badulla,Halpewatte Tea Factory Tour,price_value,Price & Value,21,47,52,68,0.309,ok,221
Badulla,Halpewatte Tea Factory Tour,roads_access,Roads & Access,19,44,85,63,0.302,ok,221
Badulla,Halpewatte Tea Factory Tour,scenery,Scenery & Nature,2,97,5,99,0.02,ok,221
Badulla,Kombukara Nature Pool and Secre,cleanliness,Cleanliness,6,2,1,8,0.75,low,60
Badulla,Kombukara Nature Pool and Secre,crowd,Crowding & Noise,0,5,2,5,0.0,low,60
Badulla,Kombukara Nature Pool and Secre,roads_access,Roads & Access,2,12,19,14,0.143,low,60
Badulla,Kombukara Nature Pool and Secre,safety,Safety,3,2,2,5,0.6,low,60
Badulla,Kombukara Nature Pool and Secre,scenery,Scenery & Nature,3,42,16,45,0.067,ok,60
Badulla,Kurundu Oya Ella Falls,roads_access,Roads & Access,6,8,12,14,0.429,low,32
Badulla,Kurundu Oya Ella Falls,scenery,Scenery & Nature,2,25,10,27,0.074,ok,32
Badulla,Lanka Ella - Waterfall,roads_access,Roads & Access,3,24,61,27,0.111,ok,97
Badulla,Lanka Ella - Waterfall,safety,Safety,11,1,7,12,0.917,low,97
Badulla,Lanka Ella - Waterfall,scenery,Scenery & Nature,6,71,54,77,0.078,ok,97
Badulla,Lipton�s Seat,cleanliness,Cleanliness,6,0,0,6,1.0,low,233
Badulla,Lipton�s Seat,crowd,Crowding & Noise,1,10,4,11,0.091,low,233
Badulla,Lipton�s Seat,facilities,Facilities,20,102,133,122,0.164,ok,233
Badulla,Lipton�s Seat,price_value,Price & Value,17,24,48,41,0.415,ok,233
Badulla,Lipton�s Seat,roads_access,Roads & Access,37,206,236,243,0.152,ok,233
Badulla,Lipton�s Seat,safety,Safety,15,4,13,19,0.789,ok,233
Badulla,Lipton�s Seat,scenery,Scenery & Nature,22,342,81,364,0.06,ok,233
Badulla,Muthiyangana Raja Maha Vihara,crowd,Crowding & Noise,2,55,18,57,0.035,ok,102
Badulla,Muthiyangana Raja Maha Vihara,roads_access,Roads & Access,1,7,17,8,0.125,low,102
Badulla,Muthiyangana Raja Maha Vihara,scenery,Scenery & Nature,0,28,0,28,0.0,ok,102
Badulla,Narangala Hill,roads_access,Roads & Access,4,21,26,25,0.16,ok,52
Badulla,Narangala Hill,scenery,Scenery & Nature,0,24,4,24,0.0,ok,52
Badulla,Narangala Mountain,roads_access,Roads & Access,5,54,37,59,0.085,ok,96
Badulla,Narangala Mountain,safety,Safety,3,3,4,6,0.5,low,96
Badulla,Narangala Mountain,scenery,Scenery & Nature,0,70,2,70,0.0,ok,96
Badulla,Pallewela Waterfall,crowd,Crowding & Noise,0,7,0,7,0.0,low,26
Badulla,Pallewela Waterfall,roads_access,Roads & Access,2,9,10,11,0.182,low,26
Badulla,Pallewela Waterfall,scenery,Scenery & Nature,1,18,9,19,0.053,ok,26
Badulla,Pareiyan Ella Falls,roads_access,Roads & Access,4,3,20,7,0.571,low,32
Badulla,Pareiyan Ella Falls,safety,Safety,9,0,3,9,1.0,low,32
Badulla,Pareiyan Ella Falls,scenery,Scenery & Nature,2,15,9,17,0.118,ok,32
Badulla,Porawagala Viewpoint,cleanliness,Cleanliness,1,4,0,5,0.2,low,52
Badulla,Porawagala Viewpoint,roads_access,Roads & Access,6,14,15,20,0.3,ok,52
Badulla,Porawagala Viewpoint,scenery,Scenery & Nature,2,37,14,39,0.051,ok,52
Badulla,Prabhawa Mountain Day Viewpoint,roads_access,Roads & Access,1,5,4,6,0.167,low,11
Badulla,Prabhawa Mountain Day Viewpoint,scenery,Scenery & Nature,0,9,0,9,0.0,low,11
Badulla,Ravan Ella Waterfall,roads_access,Roads & Access,2,5,4,7,0.286,low,33
Badulla,Ravan Ella Waterfall,scenery,Scenery & Nature,8,28,5,36,0.222,ok,33
Badulla,Ravana Ella Falls,cleanliness,Cleanliness,5,2,3,7,0.714,low,183
Badulla,Ravana Ella Falls,crowd,Crowding & Noise,12,6,30,18,0.667,ok,183
Badulla,Ravana Ella Falls,facilities,Facilities,14,19,24,33,0.424,ok,183
Badulla,Ravana Ella Falls,price_value,Price & Value,6,6,12,12,0.5,low,183
Badulla,Ravana Ella Falls,roads_access,Roads & Access,30,69,85,99,0.303,ok,183
Badulla,Ravana Ella Falls,safety,Safety,37,11,14,48,0.771,ok,183
Badulla,Ravana Ella Falls,scenery,Scenery & Nature,25,142,50,167,0.15,ok,183
Badulla,Ravana Waterfall,crowd,Crowding & Noise,5,3,13,8,0.625,low,182
Badulla,Ravana Waterfall,facilities,Facilities,4,10,8,14,0.286,low,182
Badulla,Ravana Waterfall,price_value,Price & Value,4,3,5,7,0.571,low,182
Badulla,Ravana Waterfall,roads_access,Roads & Access,11,52,62,63,0.175,ok,182
Badulla,Ravana Waterfall,safety,Safety,26,5,14,31,0.839,ok,182
Badulla,Ravana Waterfall,scenery,Scenery & Nature,6,155,52,161,0.037,ok,182
Badulla,Ravana's Cave,cleanliness,Cleanliness,8,5,4,13,0.615,low,218
Badulla,Ravana's Cave,facilities,Facilities,8,14,26,22,0.364,ok,218
Badulla,Ravana's Cave,price_value,Price & Value,16,3,27,19,0.842,ok,218
Badulla,Ravana's Cave,roads_access,Roads & Access,35,84,113,119,0.294,ok,218
Badulla,Ravana's Cave,safety,Safety,17,9,8,26,0.654,ok,218
Badulla,Ravana's Cave,scenery,Scenery & Nature,2,73,7,75,0.027,ok,218
Badulla,Upper Rawana,roads_access,Roads & Access,1,4,3,5,0.2,low,16
Badulla,Upper Rawana,scenery,Scenery & Nature,0,11,3,11,0.0,low,16
Badulla,Uva Halpewatte Tea Factory Tour,cleanliness,Cleanliness,1,9,1,10,0.1,low,150
Badulla,Uva Halpewatte Tea Factory Tour,facilities,Facilities,11,90,20,101,0.109,ok,150
Badulla,Uva Halpewatte Tea Factory Tour,price_value,Price & Value,8,17,23,25,0.32,ok,150
Badulla,Uva Halpewatte Tea Factory Tour,roads_access,Roads & Access,5,11,12,16,0.312,ok,150
Badulla,Uva Halpewatte Tea Factory Tour,scenery,Scenery & Nature,0,47,1,47,0.0,ok,150
Batticaloa,Passikudah Beach,cleanliness,Cleanliness,21,53,4,74,0.284,ok,132
Batticaloa,Passikudah Beach,crowd,Crowding & Noise,2,50,25,52,0.038,ok,132
Batticaloa,Passikudah Beach,facilities,Facilities,14,17,20,31,0.452,ok,132
Batticaloa,Passikudah Beach,price_value,Price & Value,8,2,6,10,0.8,low,132
Batticaloa,Passikudah Beach,roads_access,Roads & Access,5,6,8,11,0.455,low,132
Batticaloa,Passikudah Beach,safety,Safety,4,6,3,10,0.4,low,132
Batticaloa,Passikudah Beach,scenery,Scenery & Nature,3,82,3,85,0.035,ok,132
Colombo,Attidiya Bird Sanctuary,cleanliness,Cleanliness,14,6,4,20,0.7,ok,111
Colombo,Attidiya Bird Sanctuary,crowd,Crowding & Noise,0,15,12,15,0.0,ok,111
Colombo,Attidiya Bird Sanctuary,facilities,Facilities,2,11,20,13,0.154,low,111
Colombo,Attidiya Bird Sanctuary,roads_access,Roads & Access,1,16,22,17,0.059,ok,111
Colombo,Attidiya Bird Sanctuary,scenery,Scenery & Nature,4,38,12,42,0.095,ok,111
Colombo,Beddagana Wetland Park,cleanliness,Cleanliness,11,7,0,18,0.611,ok,163
Colombo,Beddagana Wetland Park,crowd,Crowding & Noise,1,57,9,58,0.017,ok,163
Colombo,Beddagana Wetland Park,facilities,Facilities,10,7,16,17,0.588,ok,163
Colombo,Beddagana Wetland Park,price_value,Price & Value,6,6,22,12,0.5,low,163
Colombo,Beddagana Wetland Park,roads_access,Roads & Access,6,25,34,31,0.194,ok,163
Colombo,Beddagana Wetland Park,scenery,Scenery & Nature,4,146,13,150,0.027,ok,163
Colombo,Bellagio Colombo,cleanliness,Cleanliness,0,5,0,5,0.0,low,80
Colombo,Bellagio Colombo,crowd,Crowding & Noise,2,12,5,14,0.143,low,80
Colombo,Bellagio Colombo,facilities,Facilities,7,36,6,43,0.163,ok,80
Colombo,Bellagio Colombo,price_value,Price & Value,4,14,7,18,0.222,ok,80
Colombo,Bellagio Colombo,scenery,Scenery & Nature,0,7,0,7,0.0,low,80
Colombo,Casino Marina Colombo,cleanliness,Cleanliness,5,2,2,7,0.714,low,75
Colombo,Casino Marina Colombo,crowd,Crowding & Noise,8,3,3,11,0.727,low,75
Colombo,Casino Marina Colombo,facilities,Facilities,11,16,6,27,0.407,ok,75
Colombo,Casino Marina Colombo,price_value,Price & Value,16,10,11,26,0.615,ok,75
Colombo,Casino Marina Colombo,scenery,Scenery & Nature,0,9,1,9,0.0,low,75
Colombo,Colombo Natational Museum,crowd,Crowding & Noise,2,5,5,7,0.286,low,74
Colombo,Colombo Natational Museum,facilities,Facilities,4,7,5,11,0.364,low,74
Colombo,Colombo Natational Museum,price_value,Price & Value,8,6,16,14,0.571,low,74
Colombo,Colombo Natational Museum,scenery,Scenery & Nature,3,23,16,26,0.115,ok,74
Colombo,Colombo National Museum,cleanliness,Cleanliness,3,10,1,13,0.231,low,172
Colombo,Colombo National Museum,crowd,Crowding & Noise,2,7,8,9,0.222,low,172
Colombo,Colombo National Museum,facilities,Facilities,21,42,41,63,0.333,ok,172
Colombo,Colombo National Museum,price_value,Price & Value,24,25,38,49,0.49,ok,172
Colombo,Colombo National Museum,roads_access,Roads & Access,4,10,20,14,0.286,low,172
Colombo,Colombo National Museum,scenery,Scenery & Nature,12,91,17,103,0.117,ok,172
Colombo,Colombo Port Old Lighthouse,cleanliness,Cleanliness,0,6,2,6,0.0,low,96
Colombo,Colombo Port Old Lighthouse,crowd,Crowding & Noise,1,12,5,13,0.077,low,96
Colombo,Colombo Port Old Lighthouse,facilities,Facilities,0,5,5,5,0.0,low,96
Colombo,Colombo Port Old Lighthouse,scenery,Scenery & Nature,9,58,16,67,0.134,ok,96
Colombo,Crow Island Beach Park,cleanliness,Cleanliness,49,14,9,63,0.778,ok,140
Colombo,Crow Island Beach Park,crowd,Crowding & Noise,2,17,11,19,0.105,ok,140
Colombo,Crow Island Beach Park,facilities,Facilities,9,23,33,32,0.281,ok,140
Colombo,Crow Island Beach Park,roads_access,Roads & Access,4,8,25,12,0.333,low,140
Colombo,Crow Island Beach Park,safety,Safety,7,0,0,7,1.0,low,140
Colombo,Crow Island Beach Park,scenery,Scenery & Nature,1,45,4,46,0.022,ok,140
Colombo,Dehiwala Zoological Gardens,cleanliness,Cleanliness,7,12,3,19,0.368,ok,98
Colombo,Dehiwala Zoological Gardens,facilities,Facilities,8,20,21,28,0.286,ok,98
Colombo,Dehiwala Zoological Gardens,price_value,Price & Value,3,9,16,12,0.25,low,98
Colombo,Dehiwala Zoological Gardens,roads_access,Roads & Access,3,6,9,9,0.333,low,98
Colombo,Dehiwala Zoological Gardens,scenery,Scenery & Nature,3,29,3,32,0.094,ok,98
Colombo,Diyatha Uyana,cleanliness,Cleanliness,3,15,3,18,0.167,ok,161
Colombo,Diyatha Uyana,crowd,Crowding & Noise,2,28,19,30,0.067,ok,161
Colombo,Diyatha Uyana,facilities,Facilities,15,56,82,71,0.211,ok,161
Colombo,Diyatha Uyana,price_value,Price & Value,6,14,18,20,0.3,ok,161
Colombo,Diyatha Uyana,roads_access,Roads & Access,3,27,40,30,0.1,ok,161
Colombo,Diyatha Uyana,scenery,Scenery & Nature,3,55,20,58,0.052,ok,161
Colombo,Dutch Museum,scenery,Scenery & Nature,0,5,1,5,0.0,low,18
Colombo,Excel World Entertainment Park,cleanliness,Cleanliness,6,5,1,11,0.545,low,119
Colombo,Excel World Entertainment Park,crowd,Crowding & Noise,4,1,9,5,0.8,low,119
Colombo,Excel World Entertainment Park,facilities,Facilities,20,41,27,61,0.328,ok,119
Colombo,Excel World Entertainment Park,price_value,Price & Value,13,13,15,26,0.5,ok,119
Colombo,Excel World Entertainment Park,roads_access,Roads & Access,1,6,16,7,0.143,low,119
Colombo,Excel World Entertainment Park,scenery,Scenery & Nature,0,13,0,13,0.0,low,119
Colombo,Galle Face Green,cleanliness,Cleanliness,7,16,3,23,0.304,ok,140
Colombo,Galle Face Green,crowd,Crowding & Noise,5,22,13,27,0.185,ok,140
Colombo,Galle Face Green,facilities,Facilities,7,45,26,52,0.135,ok,140
Colombo,Galle Face Green,price_value,Price & Value,0,9,3,9,0.0,low,140
Colombo,Galle Face Green,roads_access,Roads & Access,3,14,13,17,0.176,ok,140
Colombo,Galle Face Green,scenery,Scenery & Nature,1,87,6,88,0.011,ok,140
Colombo,Galle Face park & Beach,cleanliness,Cleanliness,7,8,0,15,0.467,ok,60
Colombo,Galle Face park & Beach,crowd,Crowding & Noise,2,6,9,8,0.25,low,60
Colombo,Galle Face park & Beach,facilities,Facilities,6,14,12,20,0.3,ok,60
Colombo,Galle Face park & Beach,roads_access,Roads & Access,1,6,11,7,0.143,low,60
Colombo,Galle Face park & Beach,scenery,Scenery & Nature,3,27,2,30,0.1,ok,60
Colombo,Gangarama Sima Malaka,cleanliness,Cleanliness,3,2,1,5,0.6,low,122
Colombo,Gangarama Sima Malaka,crowd,Crowding & Noise,0,45,10,45,0.0,ok,122
Colombo,Gangarama Sima Malaka,facilities,Facilities,5,1,3,6,0.833,low,122
Colombo,Gangarama Sima Malaka,price_value,Price & Value,6,3,15,9,0.667,low,122
Colombo,Gangarama Sima Malaka,roads_access,Roads & Access,1,4,4,5,0.2,low,122
Colombo,Gangarama Sima Malaka,scenery,Scenery & Nature,2,71,3,73,0.027,ok,122
Colombo,Gangarama Temple,cleanliness,Cleanliness,2,5,1,7,0.286,low,109
Colombo,Gangarama Temple,crowd,Crowding & Noise,0,26,5,26,0.0,ok,109
Colombo,Gangarama Temple,price_value,Price & Value,4,7,23,11,0.364,low,109
Colombo,Gangarama Temple,scenery,Scenery & Nature,1,70,1,71,0.014,ok,109
Colombo,Gangaramaya (Vihara) Buddhist Temple,cleanliness,Cleanliness,16,9,4,25,0.64,ok,194
Colombo,Gangaramaya (Vihara) Buddhist Temple,crowd,Crowding & Noise,1,56,9,57,0.018,ok,194
Colombo,Gangaramaya (Vihara) Buddhist Temple,facilities,Facilities,5,19,17,24,0.208,ok,194
Colombo,Gangaramaya (Vihara) Buddhist Temple,price_value,Price & Value,14,15,46,29,0.483,ok,194
Colombo,Gangaramaya (Vihara) Buddhist Temple,roads_access,Roads & Access,9,17,25,26,0.346,ok,194
Colombo,Gangaramaya (Vihara) Buddhist Temple,scenery,Scenery & Nature,3,109,4,112,0.027,ok,194
Colombo,Hamilton Canal Park,scenery,Scenery & Nature,1,11,0,12,0.083,low,18
Colombo,Independence Square,cleanliness,Cleanliness,1,11,1,12,0.083,low,99
Colombo,Independence Square,crowd,Crowding & Noise,0,38,17,38,0.0,ok,99
Colombo,Independence Square,facilities,Facilities,4,9,13,13,0.308,low,99
Colombo,Independence Square,roads_access,Roads & Access,2,17,13,19,0.105,ok,99
Colombo,Independence Square,scenery,Scenery & Nature,0,34,1,34,0.0,ok,99
Colombo,Kathiresan Pillayar kovil,crowd,Crowding & Noise,0,20,6,20,0.0,ok,39
Colombo,Kathiresan Pillayar kovil,roads_access,Roads & Access,0,7,6,7,0.0,low,39
Colombo,Kathiresan Pillayar kovil,scenery,Scenery & Nature,0,11,0,11,0.0,low,39
Colombo,Kelaniya Raja Maha Vihara,cleanliness,Cleanliness,5,6,5,11,0.455,low,112
Colombo,Kelaniya Raja Maha Vihara,crowd,Crowding & Noise,3,58,19,61,0.049,ok,112
