media_id,kind,title,url,source_name,published,snippet,destination,district,aspects,match_method,collected_at
m_6c69c867189b97,news,Matara Maha Keralla– Uprising against the Dutch - Island.lk,https://news.google.com/rss/articles/CBMickFVX3lxTE9pcDQtNC14S2pDYU0xZjlGR0I3NVNQa1BUdlJiSTg2TDVhQ2VhMldqeVU4elNtZTFqb3cxTW5xTjhTYVhXX2NiNk4xWjJJcmplRUFCVnBNTk4ybGVPeEEyamNQWGVoS0UxTjdhdXJOVGJFZw?oc=5,Island.lk,"Tue, 30 Ju",,Star Fort Matara,Matara,,search_query,2026-08-25
m_bfa90a8dccf46c,news,‘Not even congee now!’ - Island.lk,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1Ba2hXWVFibGliOExjRkhBM0xmUVpNck00Q1F2VXpzVzBRQkxmSUZZcE5QT2xfeUxVTm1uV293ZzJoVUU5TmtEc253alpXclBmWDZlUUsyTTVIWGVLSERTNw?oc=5,Island.lk,"Tue, 28 Ja",,Star Fort Matara,Matara,,search_query,2026-08-25
m_c78e967fee2bba,news,Police rescue group swept away by waves at Kirinda beach; teacher succumbs in hospital - Newswire,https://news.google.com/rss/articles/CBMivgFBVV95cUxOaWJ5STdsOThOQ0t5anRpN2o5WXItWV9EWHdnV2lTa2pzMzFYZFBFQ0FXNDdueGt3bEx4QzNid1lrQTlydFZHZVJzTEtQcW1KVmlrVlhuYV9CcTFEbzlqMVcyZmtqTnk2VkJmY09qcEpnbWRzZWd3UXdUSWxmRkhKUklxUFRuM3hzWjBIVXl0MGpVZlhFZ2N0dXBxSklwSHh3SEZ5Vk1pZHY1T2h4WlZrT08zUHRpaElTaFVyX2l3?oc=5,Newswire,"Tue, 26 Ma",,Kirinda Beach,Hambantota,safety,search_query,2026-08-25
m_22f7cc0fb20f65,news,Contract to kill informant whose tip-off led to Kirinda drug bust! - Sri Lanka Mirror,https://news.google.com/rss/articles/CBMinwFBVV95cUxQMm9mV1ZhUEROaEdLTWRMdkEzM1hseUcwa2pMQ2J3QjZXMHJZYWhoNVJlZFh6bjNJRGNncDBoWVVuOHFzLUxtN1lmb2tibDVTRzhKRUV4RFpDT3VFNnhqeE5nVUk5WWUyWkpSTmdNb1pHN3ZzLURvcG0xdjVXWDk1RGZPOGNid1psOHJsWlFncHZnQ1kzLXJqem9XWGcyWUnSAZ8BQVVfeXFMUDJvZldWYVBETmhHS01kTHZBMzNYbHlHMGtqTENid0I2VzByWWFoaDVSZWRYem4zSURjZ3AwaFlVbjhxcy1MbTdZZm9rYmw1U0c4SkVFeERaQ091RTZ4anhOZ1VJOVllMlpKUk5nTW9aRzd2cy1Eb3BtMXY1V1g5NURmTzhjYndabDhybFpRZ3B2Z0NZMy1yanpvV1hnMllJ?oc=5,Sri Lanka Mirror,"Tue, 24 Fe",,Kirinda Beach,Hambantota,price_value,search_query,2026-08-25
m_249be514d78c06,news,Indian couple drowns at Sri Lanka beach - The Hindu,https://news.google.com/rss/articles/CBMipgFBVV95cUxQRFNTZmJPaGlXSkFxeTJxTDFScUlxYkZocmNrb1l4LUllcVp2MFJKUnI1dks2cHUxWTFfODBDanhKMmd0VHJVVjlnbXI5ZFRodzNtLTBDLWUxb1luVWNWN05FTHdQV0o3SnBsX2pnNkF3c05pcmJQTGs5T2ppS1NLZGp5MnBoaTY4Qlo4Rmp1bEpvRnpQQVpYRGI2UTZlS0pqcUZaQjNB0gGsAUFVX3lxTE9fNlhoV2ZoV1cxcGQtZnk5bDNSYXVraVVuS3NKVHQzeW51cjhobGJwMi1fVWZGZnRhMGlWb2ttbzBDMTB0NllNMmtCWDl6Sklyd0htc2l3bzZCVWhPSkY1aEsySjBjWXg1bnBLTGNGSG5SWjlQMWNGa1ljZHNYYTQxM0NyVE04ZHFVNXc3emxyTkRmS2k0THlIUjN0dVVZMVMxYnZ1TVRfQkg4Rm0?oc=5,The Hindu,"Wed, 05 Ju",,Kirinda Beach,Hambantota,safety,search_query,2026-08-25
m_2a49778da75595,news,"On Safari in Sri Lanka, See Hundreds of Elephants - Condé Nast Traveler",https://news.google.com/rss/articles/CBMiiAFBVV95cUxPaVNsTnM4NFZyWDZyUzRkTERTanVYQ01WdXViU2Jtdm1FcHg3ODNXM2NacG5nUERzQ1pPTzNKWlN0WlVGZHNVR2tuWl93cHNFdlpPajFGVjZSSmJ6VTRjTTJOMExRX3oyeU42blRRVm5zcmRMVXlKOXBhR2NpM0Q1Uk9HNFpCd0lp?oc=5,Condé Nast Traveler,"Tue, 24 Ap",,Udawalawe National Park,Ratnapura,,search_query,2026-08-25
m_b761b43d8a490d,news,Escaping the crowds on a family holiday in southern Sri Lanka - Condé Nast Traveller Middle East,https://news.google.com/rss/articles/CBMingFBVV95cUxQY0NRc19pQlhzOTRvbTN3ektZMGwyM0FWS256WEE1Nmc3TGdPVXk5RDVNVXdwYlg0RjJOTTRMY21qOFNwWXVCLVBRREpzZ2dpQXFLWUVDR1hEaXRTR1U2RlFNU0g1dTM4S3EzOFA0MmtNc2FoTHJNdHZfVFZwb2Z0YzhaZDJ6RlAyNV8za3NzajRKS0hSaEtxQ3RZVG0zZw?oc=5,Condé Nast Traveller Middle East,"Thu, 02 Oc",,Udawalawe National Park,Ratnapura,crowd,search_query,2026-08-25
m_ee0db519cd4e5b,news,Udawalawe National Park - 7 must-visit places in Sri Lanka - The Economic Times,https://news.google.com/rss/articles/CBMiugFBVV95cUxPMzZFQ2xWZVFMN3FCTFRDb0pyUWJFZXo5RXY3alVmRzAtbXFnV2laT1NWb04teE54YzRydVVRS3hHclhkM0hJamNySzBRajQwV1BmNUZSQjhzMHA0S2tmT3VUMmtCQTB2NnNFSVZpcTZldU8xZHkybWUxVHdER2lLWDdlYUYtemw3d3RRX04wWXVyVHRIalBtZ2o1N2lhUzE2eWJTY1ZMRzk2ZkU4V240VWVPU0Zab1J1N2c?oc=5,The Economic Times,"Sun, 12 Ap",,Udawalawe National Park,Ratnapura,,search_query,2026-08-25
m_cca786dcf1d028,news,Why Sri Lanka Is a Three-in-One Destination - Condé Nast Traveler,https://news.google.com/rss/articles/CBMihAFBVV95cUxQU1JYMjhOQ3dpaXZVVWhIUUJrZGVpTmhiSUhMZkpjdW52UmdVQndCZmNPZGFvLUo3c1dqeXU3YUZ3YkRtUmdPSHVnQi1nZUw0T1B4LVZDdjI3a19YU000SnJyRkxwbVZLRDhQM1ZBZUlfdnMybWtnYm5mWjZ2WGxaY202N2o?oc=5,Condé Nast Traveler,"Wed, 07 De",,St Clair's Falls,Nuwara Eliya,,search_query,2026-08-25
m_9a4cb5fe88f097,news,Jetwing Kandy Gallery: A Scenic Getaway To Kandyan Culture Amidst Nature - Travel and Leisure Asia,https://news.google.com/rss/articles/CBMinwFBVV95cUxNYWFSTWQ4U3ZneG9odWUxV1BWcjRtN200N1hHaXgxUkh4YjlNZWlNNGtKRVBIeWZDUzc4YjBkZEhRWE9xanpIdUZOWG00eUktX2hnNklzaGNIT050SVZGLTNSa21PcWlqR3c4OTI3QkNUaEZDUWJxb0QyeVNYVmlzR0hESmd4TUlhZVY4WTF1LVl5dm82bDViVFlHcFlEREHSAaQBQVVfeXFMTlpiYWhLbjQzaGU3TVlHclVmQlJmVmgxbDA3UWdKcDhCOFdLeG1aZTJQUTZCbjdxOWt6U3RCS3EydVh4a2lrZ0lhcUlocVB0c3k4RUpoQmR2UFpxNUVXVjJTYzBLVEdLS1pTTjh6RjZEZlBJOWdjRzhIYkIwZEFXLVZCeXVpZm82cE1VYy1mYnNhLXBBS002X1VNMElWSjB3X2pHMjQ?oc=5,Travel and Leisure Asia,"Wed, 24 Ap",,St Clair's Falls,Nuwara Eliya,scenery,search_query,2026-08-25
m_f9ecebb2e71f77,news,Foreign Heads of Mission tour the hills on ‘The Ella Odyssey’ (Pics) - Sri Lanka Mirror,https://news.google.com/rss/articles/CBMipwFBVV95cUxPcVFhZFdDUVFqMkVkb2NTT3A1cS1ZUFd1ZmJFTnROMjFEZWxqUzR3OHB5UmVaNVBJcU5vbkhtRmtjYWZRNkVVeVM5d3hQd1U4UEZvdExZeDBmSUR4ZkFJcC1SeUtuQUZhVXRtS2F1NHk2R0ExX1J5S0JFeXB6N1gwdjQwOEo0X18yOGJjS2c0MlNHYVNYelhjQ1kzZ0loRDNKeGR1RDVFMNIBpwFBVV95cUxPcVFhZFdDUVFqMkVkb2NTT3A1cS1ZUFd1ZmJFTnROMjFEZWxqUzR3OHB5UmVaNVBJcU5vbkhtRmtjYWZRNkVVeVM5d3hQd1U4UEZvdExZeDBmSUR4ZkFJcC1SeUtuQUZhVXRtS2F1NHk2R0ExX1J5S0JFeXB6N1gwdjQwOEo0X18yOGJjS2c0MlNHYVNYelhjQ1kzZ0loRDNKeGR1RDVFMA?oc=5,Sri Lanka Mirror,"Thu, 06 Ju",,St Clair's Falls,Nuwara Eliya,,search_query,2026-08-25
m_4b0b3fa9b3d0b8,news,"Civil war over, Sri Lanka tourism blossoms - MarketWatch",https://news.google.com/rss/articles/CBMijwFBVV95cUxOclBTRFZQU3hwX0ZwUnhoUDNCQkdwQ0c1VDM5b1hoa1dBTWJkOFEwS3ZLZmVNV3dqTng5dEpNcjZ6MHNnOEk5bWNCQjMwMFJoWlJjaWtzUXBMd29lREVCVGl3Slk3R3RfaTZOOWtIWXo5TktyMzcyU2ZaWnhMS3laUjRfNkktUkh0UGlNU240bw?oc=5,MarketWatch,"Mon, 12 Ma",,Marble Beach,Trincomalee,,search_query,2026-08-25
m_e9138ef4b51d55,news,"Suicide Attack on Sri Lankan Naval Base - ABC News - Breaking News, Latest News and Videos",https://news.google.com/rss/articles/CBMiZkFVX3lxTE1fcUY0U0dzNXZxWkZxejROZkJXRWM3bmZMZEFhdkVqc2pudk5uV2tpalc5WWpSTE51UEM3Um5Db2NXVW9fRndJbTkzYnc2UWJwUEoySWtYM3dDR0ppd1dLTVBiWUtGUdIBa0FVX3lxTFBYWERwTnEtbnJGbGVzNUVYcWJBblc5VzZLWG1UWU1La1Q0d0FWUHRWSmVzUnFlRWotWE9PS1I5a0RmRlNmRDQza3ZNbjdyUkZPX19yOEVxNGVwT1dncWNmZ25nM2pOSGVNd0c4?oc=5,"ABC News - Breaking News, Latest News and Videos","Mon, 23 Oc",,Marble Beach,Trincomalee,,search_query,2026-08-25
m_83588d747096a3,news,In Pictures: Sri Lanka war tourism - Al Jazeera,https://news.google.com/rss/articles/CBMigwFBVV95cUxOa1hYMHI0M0hvRlhnajJxMWlEUmUxbmlQTmxhb1RIVGNYSnBJZ1pabjNpWFAyc3lkRWdTVGYxUEdVUlBNemtIRGxfaVZfV0JwLVdiaTVPWEhsTWRocUtValUwZURfYlo4Q3lodEg0UlVYeUJSU2g4ZWxDTk1ycFppQkxNY9IBiAFBVV95cUxONlJnTGZmOVlQMVptYWJZMlFtUjl3M3lMWl9SZm9lRkVWMm1KblAwX1VQTjJxbF9tODJaTlNhcTNSRmR0RE9rRjVZaUt1eDYxdUZfakJlUU1IUVhaM2t0RjJYNmZJOG5OdzZDY3FPR2JzckJDYjZtdVVYRWM4QmU2ZTZaRm9ZTUtO?oc=5,Al Jazeera,"Mon, 16 Ju",,Marble Beach,Trincomalee,,search_query,2026-08-25
m_537e6919ed8338,news,My 5 Favorite Tours in Colombo + 2 to Avoid! - Destinationless Travel,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9WZlJiSlBxZUJRYUpMNFhmckFyWm5JcTd0YjZ4eXJiMl8tMEJkdm1STlhUcUJUaDYtR2VqcFgtVFpiRDdkanJrajJyQ25YeWZJeTZOb3NNYVNsaHZaM1Z3bFZQNUNtb1E?oc=5,Destinationless Travel,"Mon, 09 Se",,Sea Turtle Farm Galle Mahamodara,Galle,,search_query,2026-08-25
m_932916ddae8d4d,news,"The double delights of Colombo and Kandy, Sri Lanka - thenationalnews.com",https://news.google.com/rss/articles/CBMirAFBVV95cUxNaC1WTUJZR1ZIRG1IWjZiMmFNMnhyeUNnbndFUVhWZFkwa3kwVDEwRWZENnN4ZkVveHl1N2ZTNm5iZ1M4blhVNmd0Z1VjRXdzSE9CZUFVQW5Bc0RWdHZTYWctX0ItTXlubjVURGkwSVV2RzdQb1o1Wm9Jd29RYVBOd2MxLXVLb0NFb1RaelNLNHctNlNtMkZ5NkxGclBOMVNWSTBYTHEyQkNiSjVy?oc=5,thenationalnews.com,"Tue, 21 Ju",,World Buddhist Museum,Kandy,,search_query,2026-08-25
m_51be5a6441cf85,news,"Developments at Ambewela Farms - The Sunday Times, Sri Lanka",https://news.google.com/rss/articles/CBMilgFBVV95cUxPdFBxaHlxYmtzcjVaNklYZW1sSEJObTdPX2V0aHFXaTEzMjFPM2k0R1J4Qms4dlJ4MU9vbjJRdTNrNHZBT2JZZklidW1PYzBKdHZjOTFtQ1lUeklzMW9DQl9NbU1UYUdBZXZCRUJjb2tpQTdoanViYTJ2UTd5RmV4NFhsbWp0dVVEekdDbE5INUZtWS15aGc?oc=5,"The Sunday Times, Sri Lanka","Sun, 15 Ma",,Ambewela Farms,Nuwara Eliya,,search_query,2026-08-25
m_40000038fbc002,news,Large groups of farmers from Europe and Germany visit Ambewela Farms - Island.lk,https://news.google.com/rss/articles/CBMijwFBVV95cUxQQ1V1TXkwblFrUFJ3QTdkb0JDSGdrUlg3eHcwUVNCVExldThxN05kbVV5ZmtxS2Q5WEpvOWYxdlJSMzFIR1hPMUo1dGpXUmZ3QmJNdDVvQWloQzBjVHN2WDRQZm9VMG5kU09pNkVxUGJGbHBmSVV4SDYtLXFjZkhiU1F6c09lVEZ5dDNuRV9fcw?oc=5,Island.lk,"Fri, 10 Ap",,Ambewela Farms,Nuwara Eliya,price_value,search_query,2026-08-25
m_65e89d993946bb,news,Minister Lalkantha Visits Ambewela Farms to review the Unprecedented Growth and donate 10 heifer cows worth 15 Million to selected farmers - Adaderana Biz English,https://news.google.com/rss/articles/CBMi_wFBVV95cUxPWFZlb2lYSXJvRGt2dXNhV0JfSkVOUVFQOGlneUlkY1dzdVJOZUI3clV1Sm1EMlJ0ZFV2Nk81WmRZVU5fSE5yVmJzeWwxQjZCVFdJNTlENGxLMUpuTkNsM1I5Y0MzbHJrSXc0aUtDRjdkT21PbHRBNFg3WUU4Z3gtN0tiMXZQdHJzTVptTWFtZ0p1WVQ2SEJrQnRnb3BfcjFQblJETkppN0FwNkk1MktaWmhqRW9hSC1fU0IzMzR5bWhVd2R4RV9UczVTNzFSR1pFdDU0SS1FdlJRRWxGQ1B4OUxxVXVmTHR4NnFaN3BuclFELU1aeFNiR3E4OUN3WWc?oc=5,Adaderana Biz English,"Tue, 10 Ma",,Ambewela Farms,Nuwara Eliya,price_value,search_query,2026-08-25
m_3293219218d462,news,I’ve travelled all over Sri Lanka – this is the best area for a crowd-free beach break - The Independent,https://news.google.com/rss/articles/CBMikgFBVV95cUxNMGFmY1pIZkIwVUlCQm9peDlSV2pXZldJUlExYjd6UC01TWhKZkxmS3c1Zkc1OUVwMkp4UExxSVptLUJGQVJYZmFHVW9NcGFiemM4aGFYNGNqRFQwMFNydWg1MDFRbkpET1FBREsyMk9xR3ItMm9wel84MFZXUXU4WXU2VHNzRy1nOUQtYTc2RHpIdw?oc=5,The Independent,"Tue, 17 Ma",,Madiha Beach,Matara,price_value|crowd,search_query,2026-08-25
m_61e253cc7655ef,news,11 of the best beaches in Sri Lanka - Condé Nast Traveller Middle East,https://news.google.com/rss/articles/CBMie0FVX3lxTE0xQldPUDV2T25mRG9vZENxRTB6cXhaeG10REZmT2czTExra2JZMzVPQ1VpZi1xbFRKR0xKdzRGcGdRVUhWMUxPeDEyMlVVbFlXS3dtRENXMGxJUFUwQnhoN1ZycldKU1dKMGxtbVBXbVV6RkZheU9zWUVVaw?oc=5,Condé Nast Traveller Middle East,"Tue, 14 Oc",,Madiha Beach,Matara,,search_query,2026-08-25
m_997922f78af03a,news,I Went On A 10-Year Quest to Find The World's Best Beaches—These 10 Blew My Mind - Marie Claire,https://news.google.com/rss/articles/CBMibkFVX3lxTE04ZnFFNUJKeUVpU0QzNWttVlpNSHZWdE4yenJfZ3lPVldxNlRWUkZJb2RpUXBNOUpJMUFsRFg5UmoxZkh5N09IbHVPMVVMVGxsekVsSnJYeU1OSXNDMmZ5U0dSWk9mLXpMdW5saml3?oc=5,Marie Claire,"Wed, 07 Ma",,Madiha Beach,Matara,,search_query,2026-08-25
m_69c11cd67de8aa,news,Lesser Explored Holiday Destinations to Visit This Avurudu Season - Roar Media Archive,https://news.google.com/rss/articles/CBMiiwFBVV95cUxObVFwZHRoLTBOeXB2QUlNaTJBRFhJdTZyYU1Nc01pc3g1NnMzRmZmbVpRUV9JbmFtSzBBRDRQTWtpTVBXZDkyZGQ0SHI3WWFxcUNLS3lhSkZXMUlScXFGekdZakEzWEc1OUk1SU9fWGgzM3FVREdLQ2laRW0wVldLY0tZUVNwRUFzMVFz?oc=5,Roar Media Archive,"Mon, 11 Ap",,Ritigala Forest Monastery,Anuradhapura,,search_query,2026-08-25
m_4fd67b86a6a8fa,news,The Elite Guide to Sri Lanka A Visual and Cultural Odyssey by Eshan Goonesekera - Daily Mirror - Sri Lanka,https://news.google.com/rss/articles/CBMixwFBVV95cUxNcVI1WUxVcFViZnZwRHlmTmVpZmVWNXFnOGM5dDhOM25iOV81Y1JlamJhYm0ycmJ4WG93anpaNVBxWWdfSDB6bzZJOFVmZDY5b3lHanZuZFNDSUhzTk0yVnh2Zi11aC1YM0JUdHBLREdwWnFLYy1jSlJ4NUYyUGRXbnNMZjZSdm5DR3BjcEFmT3duX2ExYklULVBUSVU2TTVXT1ZacXNmS2tRbEEyNnd5MV9mbXdtZXRSWFVSM0R6WHZMTjF3MEFF?oc=5,Daily Mirror - Sri Lanka,"Mon, 16 Ju",,Ritigala Forest Monastery,Anuradhapura,facilities,search_query,2026-08-25
m_b50f1c741eb7b2,news,Army team deployed to rescue three groups stranded on Narangala mountain - Daily Mirror - Sri Lanka,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQamtsZjh2WENDbFNVZW90TGhTdWhLQUNkRjRhdjBfUElKWTlaZmhmVENxZUF6clZQQ0ZGN2szeHNuRlpjYnpBaGJvUEk3ZF9rUnZUbWZabjh3VzRaNS16aWZvZkRqaDRJeTNzZTFjQjJVR2VOZlZkLU40TURaUWZJN1VoRTFrVTRhZkhiN2dicTRqdDZVWDNnV0pESlZRYnFLQzNnOVQwXzM0VThtMlh6Sll5azJDYk8wbDRfTzV3MUlyUQ?oc=5,Daily Mirror - Sri Lanka,"Sat, 04 Oc",,Narangala Mountain,Badulla,safety,search_query,2026-08-25
m_60ce12bcd1cf66,news,Narangala mountain range to become a sanctuary - Sri Lanka Mirror,https://news.google.com/rss/articles/CBMihgFBVV95cUxOS3VIejJBdXZzNUh0V0pZS3ViWHNvczRJQURxVnFWNy1PT2NwejJyLTV3WVBoOWZRY2lZYW5PRTNSaFEyRDVSeVBOZ0RKMjNLUDdrc0oxb2dNZG91cmNMVkJlVjNLbkh2REh4OWRxeUgtcU5kdDVyRl9Pd2NEYnFETjBSTWJLd9IBhgFBVV95cUxOS3VIejJBdXZzNUh0V0pZS3ViWHNvczRJQURxVnFWNy1PT2NwejJyLTV3WVBoOWZRY2lZYW5PRTNSaFEyRDVSeVBOZ0RKMjNLUDdrc0oxb2dNZG91cmNMVkJlVjNLbkh2REh4OWRxeUgtcU5kdDVyRl9Pd2NEYnFETjBSTWJLdw?oc=5,Sri Lanka Mirror,"Tue, 21 Fe",,Narangala Mountain,Badulla,,search_query,2026-08-25
m_2811039dc5493a,news,Hiking Narangala mountain range banned until further notice - Ada Derana,https://news.google.com/rss/articles/CBMiRkFVX3lxTE5zVGZGNjBHMnNXdVhUalNlVjBfeXE4N1U0RTA2SWtyeDZiQkRsbmpCdnpsTFdya2w0cVRFSzVNMy05UjhtSnc?oc=5,Ada Derana,"Tue, 02 Ma",,Narangala Mountain,Badulla,roads_access,search_query,2026-08-25
m_81e99a5dc02203,news,"Wildlife officers seize elephant tusk, ivory ring and pendant; suspect arrested - Newswire",https://news.google.com/rss/articles/CBMiswFBVV95cUxNYlNzblJyWXlPQ3p2eXRQZnEwZExmM2hKcGg1M3Y2NjdLY2V5NlJidndMQTAwem5sSktvNkItaExuTHVuN29oUjdsZDJxTWRJcTVKUUN1ZWJCUkVVZGxBMlNaem9yR1JfVGUyM3ZjTkZaZjJmaGkzMHZGOEQtMXVXRlNTeERvakxYLWZxSnlqZW80Tjdzd0E2aUVQd3MyT1VrblhtZEY0TWNKTkdxa3lYelJPSQ?oc=5,Newswire,"Sun, 05 Ju",,Horagolla National Park,Gampaha,scenery,search_query,2026-08-25
m_1f1b3b083d5c5f,news,The world is their school - PressReader,https://news.google.com/rss/articles/CBMijgFBVV95cUxOQkkwbGZxUlNLVFBYenU3S2RweU1FbENjaV9JYlgxdjdjYXViVXRRWTU0YWNMdmlmYzlKVDZBNWhjNlQ5MldtckFYN1Y2S2dKV2RjdDBad3B1YXpfNzVOeTZVYzU0SzdCbGo5VmU0NkVLczk3c1VaLUtGNHdZTmRZZXZNMXN2R090RkdOcy1n?oc=5,PressReader,"Sun, 20 Se",,Horagolla National Park,Gampaha,,search_query,2026-08-25
m_c249802c085dc5,news,Sri Lanka Latest Breaking News and Headlines - Print Edition World’s youngest author on Environment - Daily Mirror - Sri Lanka,https://news.google.com/rss/articles/CBMimwFBVV95cUxNNzZ5RUdVVzFrOTNaSlM2cVlrUmtYTXVocng3c1pKeUY5dVgtLXVkN1dqNmlKNWh6aVM1ZDYzdjRuY3VTMnQyN3FkMVYtdmVQQTd2WUhodGRCSXMzRGR5U3hqX05Bem9PZm40MXBfdW9IX3NXa0hvMGVneGRwSWotY3VlTnVNLTdmSTBOOWpnZENqSDNkRzl5RE1BYw?oc=5,Daily Mirror - Sri Lanka,"Fri, 01 Ma",,Horagolla National Park,Gampaha,,search_query,2026-08-25
m_7d4c68af893a35,news,Sri Lanka’s Cardinal Malcolm Ranjith Calls for World Peace and Humble Leadership in Easter Message - Radio Veritas Asia,https://news.google.com/rss/articles/CBMitwFBVV95cUxORFBlZ3dCOGx2N1E0Rk0zaDdGVHgyQTBHeFBwR0gzbXlrQ3I1Y2kyalNnREVIams1ZDFRVGM1MmZqRUxVdEgxMXhuQmp0VG9yejVRa3pMQk1yVUlJZ3pwVHZfWTBFWEdJUDZENmdUWERYZ2hRUW4yYXM3MnhNVU9hOHdMU3VHMWRFMGJWMS1fZFdmd1psZWpHaWtPaWxfQW1ZbVhTYTh3T2xtOG03bzB6aUJMczNxcVE?oc=5,Radio Veritas Asia,"Tue, 07 Ap",,St. Lucia's Cathedral,Colombo,,search_query,2026-08-25
m_6bf02c78ef5e5f,news,Sri Lankans must honour Colombo Archbishop for his Easter Vigil speech - Daily FT,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOcEdHUFJsaXJnNlpxRXU4VU91MjRDTkt1OWhWUW1nZjIycXFabnJyQ1NpRGRaSm1UcWFRejl6M1VFcGVxRDhmeE12MUUwSmIzTUJoN2YyQkk1T2ZaajVyb2xQV3czUG9FUFlJS2dFVzFqTF9VanFidzYxY3ZvZDY4LVJCZWVLMTI2OE1hUWZ1YUwxR0FVQl9LeFg1UmY4ZWpyak1LS3lvdE0?oc=5,Daily FT,"Thu, 09 Ap",,St. Lucia's Cathedral,Colombo,,search_query,2026-08-25
m_ba3d47793d7a62,news,Sri Lanka Catholics hold first Sunday mass after Easter attacks - news.cgtn.com,https://news.google.com/rss/articles/CBMiekFVX3lxTE0tQnNWZkFuNjZlOU01c1o1S29ISngtd3pwNXRlVXVwY1hHX3F6SFFtbHQtUExRYTZJUFFTZzN5MGlZczN4d1dqWGVpR3lfNm1TSXk0SFNvQnVrN0owYjRRYjI3elc5enZYTWp5Ny1sRzFPN1NRUHN2cEVB?oc=5,news.cgtn.com,"Mon, 13 Ma",,St. Lucia's Cathedral,Colombo,,search_query,2026-08-25
m_77dc6d84a00580,news,Matara Festival for the Arts Wants to Revitalize Sri Lanka’s Live Music Scene - Rolling Stone India,https://news.google.com/rss/articles/CBMihgFBVV95cUxQSHF2RjJ4S2o3YXZDSTdJT0pPMFkzMkZxRFJUY3dRWjJDWENXMXBPRGd5bEZpZFlOdmNzS0llbEZvZUdzdEE0QmR6Qjk3aFhTUlZBZk4tVVpkU1FFRko2M1FGajB6Y0tFT05IUzRYc200N0NhWDhMdDM2MTdnUDZscjY1LXJwd9IBiwFBVV95cUxOZXZ5U1NRSWRXNUF4bW1uNmJySG1XZVNfbFk3YkNwMzd2YmxfVEVud0VfUTJIeGhTakwtQ0ZIS0JlTzNtcFhxVjRKS2dHU3FQN0JqNXRmRkFIeTJFaEtlR0hvbnNwaTVhUWtacFZBTy0wbnVfblJWWHpjaEJQYmZtUW11bzFfb0lMaVBB?oc=5,Rolling Stone India,"Wed, 31 Ja",,Matara Fort,Matara,,search_query,2026-08-25
m_e7fcbf18b61aa9,news,"Largely forgotten colonial citadel - The Sunday Times, Sri Lanka",https://news.google.com/rss/articles/CBMijgFBVV95cUxQZlhkcDB2bThTTURJdFN0THhTQnlic1ZCZjdZMVd0WVBiLU50NUJJQ2ZfaUdBaDN4WmlDTWFKLXZlelhEcS1QZFA4LVBwTk5QLUFRWXJMZXdEcUFVM2FwUkRJYjRqOVdpMlg0b3ItTjJCODB1eWJwY1B4XzFGU01ySThFcGx5a3htb0R6dUhB?oc=5,"The Sunday Times, Sri Lanka","Sun, 10 Ju",,Matara Fort,Matara,,search_query,2026-08-25
m_c3630d4beab300,news,Matara Festival for the Arts to be held in December - Newswire,https://news.google.com/rss/articles/CBMikAFBVV95cUxQYVIzY2V1amdYRG1EeU9Za1ZSM0dpTk1LUTBUSHp5VzJ5Y2MyWFZ6dG5BZE5xNUNlaVBHR2xPbVhqVl94V1RDMTNsbEhCNW4taU5rMUNyWmZwNHdWSDRXbUJldi1pVDZUOXNYZTdaZmhhaWg5LUpTckwwcW8wMzRMZnpjQVlwbUQ1Z0VQY1AwZko?oc=5,Newswire,"Mon, 21 Ju",,Matara Fort,Matara,,search_query,2026-08-25
m_eeb8c33ef9f40b,news,Special discussion on National Vesak Festival 2026 - Sri Lanka Mirror,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQVEpKNkR6QXZNZHY3aUxmVVRuUkhQRFIwckRxMzlJQ0w0dnJCWlJfcTlTa2lBZ2VYcFJjQXRIT2F3VlJJNXc0V1g5WFVxQ1poVWJlYmwtMndKZ1YzNFY4cC1mNjdtVzBhOVNDNDkxMXFoZFVoVlRvWmtKR1kxd0VZLWhSZVdHakRHdV9Z0gGLAUFVX3lxTFBUSko2RHpBdk1kdjdpTGZVVG5SSFBEUjByRHEzOUlDTDR2ckJaUl9xOVNraUFnZVhwUmNBdEhPYXdWUkk1dzRXWDlYVXFDWmhVYmVibC0yd0pnVjM0VjhwLWY2N21XMGE5U0M0OTExcWhkVWhWVG9aa0pHWTF3RVktaFJlV0dqREd1X1k?oc=5,Sri Lanka Mirror,"Tue, 12 Ma",,Matara Beach Park,Matara,,search_query,2026-08-25
